Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-25,CTRL-0460,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-26,CTRL-0461,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-26,CTRL-0462,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-26,CTRL-0463,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-26,CTRL-0464,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-26,CTRL-0465,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-26,CTRL-0466,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-26,CTRL-0467,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-26,CTRL-0468,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-26,CTRL-0469,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-26,CTRL-0470,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-27,CTRL-0471,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-27,CTRL-0472,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-27,CTRL-0473,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-27,CTRL-0474,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-27,CTRL-0475,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-27,CTRL-0476,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-27,CTRL-0477,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-27,CTRL-0478,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-27,CTRL-0479,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-27,CTRL-0480,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-27,CTRL-0481,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-27,CTRL-0482,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-27,CTRL-0483,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-27,CTRL-0484,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-27,CTRL-0485,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-27,CTRL-0486,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-27,CTRL-0487,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-27,CTRL-0488,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-27,CTRL-0489,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-27,CTRL-0490,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-27,CTRL-0491,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-27,CTRL-0492,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-27,CTRL-0493,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-27,CTRL-0494,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-28,CTRL-0495,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-28,CTRL-0496,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-28,CTRL-0497,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-28,CTRL-0498,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-28,CTRL-0499,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-28,CTRL-0500,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-28,CTRL-0501,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-28,CTRL-0502,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-28,CTRL-0503,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-28,CTRL-0504,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-29,CTRL-0505,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-29,CTRL-0506,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-29,CTRL-0507,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-29,CTRL-0508,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-29,CTRL-0509,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-29,CTRL-0510,Operating control over Regulatory Reporting,Control operated within Regulatory Reporting. Mitigates the risk: Risk that regulatory reports are not filed by required deadlines. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-015,Regulatory Reporting,SR-125,Risk that regulatory reports are not filed by required deadlines
AE-29,CTRL-0511,Operating control over Regulatory Reporting,Control operated within Regulatory Reporting. Mitigates the risk: Risk that regulatory reports are not filed by required deadlines. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-015,Regulatory Reporting,SR-125,Risk that regulatory reports are not filed by required deadlines
AE-29,CTRL-0512,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-29,CTRL-0513,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-29,CTRL-0514,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-29,CTRL-0515,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-29,CTRL-0516,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-29,CTRL-0517,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-29,CTRL-0518,Operating control over Financial Reporting — Consolidation,Control operated within Financial Reporting — Consolidation. Mitigates the risk: Risk that intercompany eliminations are not applied during consolidation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-007,Financial Reporting — Consolidation,SR-115,Risk that intercompany eliminations are not applied during consolidation
AE-29,CTRL-0519,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-29,CTRL-0520,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-29,CTRL-0521,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-29,CTRL-0522,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-29,CTRL-0523,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-29,CTRL-0524,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-29,CTRL-0525,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-29,CTRL-0526,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-29,CTRL-0527,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-29,CTRL-0528,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-29,CTRL-0529,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-29,CTRL-0530,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-29,CTRL-0531,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-29,CTRL-0532,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-29,CTRL-0533,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-29,CTRL-0534,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-30,CTRL-0535,Operating control over Regulatory Reporting,Control operated within Regulatory Reporting. Mitigates the risk: Risk that regulatory reports are not filed by required deadlines. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-015,Regulatory Reporting,SR-125,Risk that regulatory reports are not filed by required deadlines
AE-30,CTRL-0536,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-30,CTRL-0537,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-30,CTRL-0538,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-30,CTRL-0539,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-30,CTRL-0540,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-30,CTRL-0541,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-30,CTRL-0542,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-30,CTRL-0543,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-30,CTRL-0544,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-30,CTRL-0545,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-30,CTRL-0546,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-30,CTRL-0547,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-30,CTRL-0548,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-30,CTRL-0549,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-30,CTRL-0550,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-30,CTRL-0551,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
